trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:31:00,17:31:00,111_01,12,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:32:00,17:32:00,112_01,13,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:33:00,17:33:00,113_01,14,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:34:00,17:34:00,114_01,15,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:35:00,17:35:00,115_01,16,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:36:00,17:36:00,116_01,17,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:36:00,17:36:00,117_01,18,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:37:00,17:37:00,118_01,19,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:38:00,17:38:00,119_01,20,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:39:00,17:39:00,120_01,21,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:40:00,17:40:00,121_01,22,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:41:00,17:41:00,122_01,23,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:42:00,17:42:00,123_01,24,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:43:00,17:43:00,124_01,25,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:44:00,17:44:00,125_01,26,隠岐汽船乗り場,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_F7_1715,17:45:00,17:45:00,126_01,27,隠岐汽船乗り場,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_F8_1820,18:20:00,18:20:00,100_01,1,東車庫前,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_F8_1820,18:30:00,18:30:00,109_01,2,東車庫前,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_R1_720,07:20:00,07:20:00,109_01,1,豊田,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_R1_720,07:21:00,07:21:00,108_01,2,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R1_720,07:22:00,07:22:00,103_01,3,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R1_720,07:25:00,07:25:00,102_01,4,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R1_720,07:27:00,07:27:00,100_01,5,豊田,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:10:00,08:10:00,126_01,1,豊田,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:11:00,08:11:00,125_01,2,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:12:00,08:12:00,124_01,3,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:13:00,08:13:00,123_01,4,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:14:00,08:14:00,122_01,5,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:15:00,08:15:00,121_01,6,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:16:00,08:16:00,120_01,7,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:17:00,08:17:00,119_01,8,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:18:00,08:18:00,118_01,9,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:19:00,08:19:00,117_01,10,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:19:00,08:19:00,116_01,11,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:20:00,08:20:00,115_01,12,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:21:00,08:21:00,114_01,13,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:22:00,08:22:00,113_01,14,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:23:00,08:23:00,112_01,15,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:24:00,08:24:00,111_01,16,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:24:00,08:24:00,110_01,17,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:25:00,08:25:00,109_01,18,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:26:00,08:26:00,108_01,19,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:27:00,08:27:00,103_01,20,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:30:00,08:30:00,102_01,21,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:32:00,08:32:00,101_01,22,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R2_810,08:33:00,08:33:00,100_01,23,豊田,1,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,09:55:00,09:55:00,126_01,1,豊田,0,1,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,09:56:00,09:56:00,125_01,2,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,09:57:00,09:57:00,124_01,3,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,09:58:00,09:58:00,123_01,4,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,09:59:00,09:59:00,122_01,5,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:00:00,10:00:00,121_01,6,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:01:00,10:01:00,120_01,7,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:02:00,10:02:00,119_01,8,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:03:00,10:03:00,118_01,9,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:04:00,10:04:00,117_01,10,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:04:00,10:04:00,116_01,11,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:05:00,10:05:00,115_01,12,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:06:00,10:06:00,114_01,13,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:07:00,10:07:00,113_01,14,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:08:00,10:08:00,112_01,15,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:09:00,10:09:00,111_01,16,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:09:00,10:09:00,110_01,17,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:10:00,10:10:00,109_01,18,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:11:00,10:11:00,108_01,19,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:12:00,10:12:00,107_01,20,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:13:00,10:13:00,106_01,21,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:15:00,10:15:00,105_01,22,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:16:00,10:16:00,104_01,23,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:18:00,10:18:00,103_01,24,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:21:00,10:21:00,102_01,25,豊田,0,0,1
R8_10_R8_TOYODA_P1_01_weekday_R3_955,10:23:00,10:23:00,101_01,26,豊田,0,0,1
