route_id,service_id,trip_id,trip_headsign,direction_id,block_id,trip_short_name,shape_id,jp_trip_desc,jp_pattern_id
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_07時30分_系統111101,隠岐汽船乗り場,0,,,,,111101
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_08時55分_系統111102,隠岐汽船乗り場,0,,,,,111102
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_10時25分_系統111103,東車庫前,0,,,,,111103
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_12時20分_系統111104,隠岐汽船乗り場,0,,,,,111104
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_14時25分_系統111105,隠岐汽船乗り場,0,,,,,111105
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_16時10分_系統111106,隠岐汽船乗り場,0,,,,,111106
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_17時15分_系統111107,隠岐汽船乗り場,0,,,,,111107
10,令和6年1月2日～3月10日（平日）,1令和6年1月2日～3月10日（平日）_18時20分_系統111108,東車庫前,0,,,,,111108
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_07時30分_系統111201,隠岐汽船乗り場,0,,,,,111201
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_08時55分_系統111202,隠岐汽船乗り場,0,,,,,111202
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_10時25分_系統111203,東車庫前,0,,,,,111203
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_12時20分_系統111204,隠岐汽船乗り場,0,,,,,111204
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_14時25分_系統111205,隠岐汽船乗り場,0,,,,,111205
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_16時10分_系統111206,隠岐汽船乗り場,0,,,,,111206
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_17時15分_系統111207,隠岐汽船乗り場,0,,,,,111207
10,令和6年1月2日～3月10日（土日祝）,2令和6年1月2日～3月10日（土日祝）_18時20分_系統111208,東車庫前,0,,,,,111208
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_07時15分_系統112101,隠岐汽船乗り場,0,,,,,112101
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_08時50分_系統112102,隠岐汽船乗り場,0,,,,,112102
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_10時25分_系統112103,東車庫前,0,,,,,112103
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_12時00分_系統112104,隠岐汽船乗り場,0,,,,,112104
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_13時45分_系統112105,隠岐汽船乗り場,0,,,,,112105
10,令和6年3月11日～12月31日（平日）,7令和6年3月11日～12月31日（平日）_15時00分_系統112106,隠岐汽船乗り場,0,,,,,112106
